station_id,balance_ratio,num_bikes_available,num_docks_available,external_id,name,short_name,lat,lon,rental_methods,capacity,electric_bike_surcharge_waiver,is_charging,eightd_has_key_dispenser,has_kiosk,lat_grid,lon_grid
69,0.19099053867095103,6.618556701030927,27.84536082474227,f9a7d8f5-a7f5-4eac-8462-9fcf05a5ee7d,CE-335 Magdalena-Ameyalco,335,19.386989,-99.173438,"['KEY', 'CREDITCARD']",35,False,False,False,True,19.38,-99.18
70,0.1771718815940194,3.345360824742268,14.360824742268042,50530ef1-e349-4c8c-9c2c-b266ed8915c4,CE-324 Amores-Avenida Eugenia,324,19.387342,-99.165629,"['KEY', 'CREDITCARD']",19,False,False,False,True,19.38,-99.17
73,0.21407566734774264,4.860824742268041,17.20360824742268,6004a6f9-70ac-4502-bd79-4cf1afd12beb,CE-067 Vicente Suárez - Michoacán,067,19.411813726946605,-99.17595729242748,"['KEY', 'CREDITCARD']",23,False,False,False,True,19.41,-99.18
74,0.21092386994448853,3.0876288659793816,10.458762886597938,0ddcec99-0423-464d-a55a-2d9a31c402f4,CE-343 Enrique Rébsamen-División Del Norte,343,19.38408671628224,-99.16083633910604,"['KEY', 'CREDITCARD']",15,False,False,False,True,19.38,-99.17
77,0.1835738769423677,5.561855670103093,22.77319587628866,b3368279-9b57-4e21-87f5-5282b2e0f20d,CE-341 San Borja-Avenida Cuauhtémoc,341,19.382889,-99.158352,"['KEY', 'CREDITCARD']",31,False,False,False,True,19.38,-99.16
79,0.21242713000480942,7.072164948453608,25.822164948453608,546ac683-bcc0-4e6b-a7c2-c4b78784838d,CE-074 Nuevo León - Ozulama,074,19.410468,-99.172802,"['KEY', 'CREDITCARD']",35,False,False,False,True,19.41,-99.18
84,0.16291672245280492,5.600515463917525,27.853092783505154,3aeeb91f-79e9-4e5f-9a7c-0c24cd804417,CE-071 Amsterdam - Michoacan,071,19.411361,-99.171271,"['KEY', 'CREDITCARD']",35,False,False,False,True,19.41,-99.18
85,0.2053632793323515,3.0463917525773194,11.1159793814433,d4fa55f7-27b7-4b53-9b8f-78fdd931ad2e,CE-083 Alfonso Reyes - Nuevo León,083,19.40655,-99.172275,"['KEY', 'CREDITCARD']",15,False,False,False,True,19.400000000000002,-99.18
87,0.1955056780180916,5.853092783505154,22.353092783505154,06ca6c2d-f674-424c-9ee1-a697e00432da,CE-079 Saltillo - Alfonso Reyes,079,19.407548521979454,-99.17434785516434,"['KEY', 'CREDITCARD']",31,False,False,False,True,19.400000000000002,-99.18
95,0.16304213588532634,6.231958762886598,31.4020618556701,249214a8-d4dd-4900-96f9-2a80a011aa5a,CE-060 Mazatlán - Fernando Montes de Oca,060,19.414099314684798,-99.17715847497676,"['KEY', 'CREDITCARD']",39,False,False,False,True,19.41,-99.18
97,0.2175542365725307,9.652061855670103,33.93556701030928,ae7b23d6-608e-4374-912f-8f2c5660f9b4,CE-070 Parque México - Michoacán,070,19.41128,-99.169825,"['KEY', 'CREDITCARD']",45,False,False,False,True,19.41,-99.17
98,0.19518550449701907,6.646907216494846,24.626288659793815,77cf5164-4cc6-4887-a69b-031880630bfe,CE-125 Morelia-Circular de Morelia,125,19.424197,-99.156127,"['KEY', 'CREDITCARD']",35,False,False,False,True,19.42,-99.16
104,0.22699224897898546,13.00257731958763,40.121134020618555,b76512f0-9000-4800-8eda-83edd1ab21d2,CE-107-108 Tolsa-Balderas,107-108,19.427305,-99.149533,"['KEY', 'CREDITCARD']",59,False,False,False,True,19.42,-99.15
113,0.19591098693451825,5.835051546391752,22.29639175257732,5fb523c2-bc10-40bc-9183-f742cd6cb1c9,CE-003 Reforma - Insurgentes,003,19.43163,-99.158547,"['KEY', 'CREDITCARD']",31,False,False,False,True,19.43,-99.16
147,0.19970713687898745,3.6056701030927836,13.77319587628866,d286decb-ee01-4fb9-bff4-17da6a01427d,CE-228 Campos Elíseos-La Fontaine,228,19.427705,-99.19912,"['KEY', 'CREDITCARD']",19,False,False,False,True,19.42,-99.2
178,0.11207132787029694,2.9587628865979383,23.162371134020617,7e7f4bec-01d0-4a3c-b852-99c9cf456d9f,CE-179 Nuevo León-Quintana Roo,179,19.404435569698265,-99.17138099675866,"['KEY', 'CREDITCARD']",27,False,False,False,True,19.400000000000002,-99.18
187,0.190908790325538,4.144329896907217,16.00257731958763,733982f6-1ee9-41c7-a6e0-1460b4d7733c,CE-175 Mutualismo-José Martí,175,19.400599004903363,-99.17245991533493,"['KEY', 'CREDITCARD']",23,False,False,False,True,19.400000000000002,-99.18
188,0.18979493407057163,3.9304123711340204,15.878865979381443,2c6c91cf-8c3d-4591-8ad7-f7fdc7f7e5a4,CE-148 Coahuila-Av. Cuauhtémoc,148,19.412829,-99.155116,"['KEY', 'CREDITCARD']",21,False,False,False,True,19.41,-99.16
189,0.21185309898964105,3.9587628865979383,13.822164948453608,9cea9a1f-8f20-4eb0-909f-cf4332c27001,CE-177 Benjamín Hill - Carlos Zetina,177,19.408841,-99.181692,"['KEY', 'CREDITCARD']",19,False,False,False,True,19.400000000000002,-99.19
195,0.22290128351984023,5.819587628865979,18.201030927835053,56e34212-7703-45f6-8a08-ba24644f38ed,CE-180 Quintana Roo-Villahermosa,180,19.404554,-99.169953,"['KEY', 'CREDITCARD']",27,False,False,False,True,19.400000000000002,-99.17
199,0.1383627285262746,4.747422680412371,28.662371134020617,6f36d8e7-b28f-4430-992a-9d1815fb5652,CE-152 Tlacotalpan-Campeche,152,19.409098,-99.167181,"['KEY', 'CREDITCARD']",35,False,False,False,True,19.400000000000002,-99.17
205,0.2042893961708395,5.984536082474227,21.917525773195877,f1824de8-fc68-4521-89ab-b32549d82f03,CE-157 Tepic-Tlacotalpan,157,19.406236,-99.166616,"['KEY', 'CREDITCARD']",30,False,False,False,True,19.400000000000002,-99.17
206,0.2266682820806532,6.074742268041237,20.280927835051546,f1aa8864-8f10-456d-a670-eac99fb9dcf8,CE-456 Alpes-Montes Escandinavos,456,19.427517,-99.208412,"['KEY', 'CREDITCARD']",27,False,False,False,True,19.42,-99.21000000000001
208,0.16511585304224782,2.7757731958762886,13.417525773195877,81e4064e-23fe-41e9-a0d2-77138d975a06,CE-457 Av. Prado Norte-Explanada,457,19.42703,-99.212845,"['KEY', 'CREDITCARD']",17,False,False,False,True,19.42,-99.22
209,0.18953849400132633,3.5618556701030926,14.18041237113402,0b7e9105-db90-4299-9749-1325ec8d792f,CE-283 Av. Coyoacán-Rafael Dondé,283,19.397923,-99.167248,"['KEY', 'CREDITCARD']",19,False,False,False,True,19.39,-99.17
210,0.21927337674082112,4.481958762886598,14.992268041237113,60300e6b-de2e-4dd4-a78b-6140ade32ae6,CE-294 Nicolás San Juan-Eje 4 Sur Xola,294,19.39644167553825,-99.16090227668974,"['KEY', 'CREDITCARD']",21,False,False,False,True,19.39,-99.17
216,0.18915851616882545,5.030927835051546,20.059278350515463,85ac1483-f82c-480d-96c6-79d70aabed25,CE-322 Heriberto Frías-Concepción Beistegui,322,19.388456876549792,-99.16064277296752,"['KEY', 'CREDITCARD']",27,False,False,False,True,19.38,-99.17
220,0.14402937940589217,3.283505154639175,18.38917525773196,3c179e0f-4408-4e0c-9c28-96b72ae18434,CE-339 Enrique Rébsamen-Avenida Eugenia,339,19.386212,-99.160583,"['KEY', 'CREDITCARD']",23,False,False,False,True,19.38,-99.17
262,0.18772123252814144,6.126288659793815,24.716494845360824,529a5727-9aab-4db5-ac67-93bd56881a71,CE-075 Alfonso Reyes - Atlixco,075,19.40874068723484,-99.17677424853537,"['KEY', 'CREDITCARD']",33,False,False,False,True,19.400000000000002,-99.18
264,0.1741260335308353,5.896907216494846,26.811855670103093,e2e1d6b1-2af7-41d9-bde1-2d5bca7000b2,CE-080 Nuevo León - Aguascalientes,080,19.407239898913133,-99.17207747708744,"['KEY', 'CREDITCARD']",35,False,False,False,True,19.400000000000002,-99.18
